,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
01/02/2016,"405,368",148.4,"273,000","269,250","2,803,326",126.4,"2,218,000","2,197,750",2.1,1.6,"136,270,223"
01/09/2016,"502,904",177.3,"284,000","273,250","2,680,476",122.4,"2,190,000","2,197,750",2,1.6,"136,270,223"
01/16/2016,"378,747",130.8,"290,000","280,750","2,656,738",119.6,"2,221,000","2,209,000",1.9,1.6,"136,270,223"
01/23/2016,"295,936",110.2,"269,000","279,000","2,688,858",122.3,"2,199,000","2,207,000",2,1.6,"136,270,223"
01/30/2016,"311,940",110.6,"282,000","281,250","2,680,598",121.3,"2,210,000","2,205,000",2,1.6,"136,270,223"
02/06/2016,"290,796",109.2,"266,000","276,750","2,657,981",120.1,"2,213,000","2,210,750",2,1.6,"136,270,223"
02/13/2016,"258,380",98.6,"262,000","269,750","2,612,427",118.4,"2,206,000","2,207,000",1.9,1.6,"136,270,223"
02/20/2016,"248,870",92.2,"270,000","270,000","2,670,398",121.2,"2,203,000","2,208,000",2,1.6,"136,270,223"
02/27/2016,"265,802",98.8,"269,000","266,750","2,600,820",119.3,"2,180,000","2,200,500",1.9,1.6,"136,270,223"
03/05/2016,"247,628",97,"255,000","264,000","2,548,304",115.7,"2,203,000","2,198,000",1.9,1.6,"136,270,223"
03/12/2016,"236,888",90,"263,000","264,250","2,492,144",115.2,"2,163,000","2,187,250",1.8,1.6,"136,270,223"
03/19/2016,"230,882",87.4,"264,000","262,750","2,409,099",112.7,"2,138,000","2,171,000",1.8,1.6,"136,270,223"
03/26/2016,"235,716",87.1,"271,000","263,250","2,375,518",109.7,"2,165,000","2,167,250",1.7,1.6,"136,270,223"
04/02/2016,"245,035",89.7,"273,000","267,750","2,280,430",106,"2,151,000","2,154,250",1.7,1.6,"136,969,042"
04/09/2016,"270,419",103,"263,000","267,750","2,211,972",103.4,"2,139,000","2,148,250",1.6,1.6,"136,969,042"
04/16/2016,"242,400",94.5,"257,000","266,000","2,154,608",100.9,"2,135,000","2,147,500",1.6,1.6,"136,969,042"
04/23/2016,"245,040",94.6,"259,000","263,000","2,094,406",98,"2,137,000","2,140,500",1.5,1.6,"136,969,042"
04/30/2016,"243,392",87.7,"278,000","264,250","2,080,555",95.3,"2,183,000","2,148,500",1.5,1.6,"136,969,042"
05/07/2016,"261,899",90.6,"289,000","270,750","2,014,816",92.2,"2,185,000","2,160,000",1.5,1.6,"136,969,042"
05/14/2016,"244,869",87.9,"279,000","276,250","2,009,243",92.3,"2,177,000","2,170,500",1.5,1.6,"136,969,042"
05/21/2016,"240,798",90.1,"267,000","278,250","1,975,916",90.4,"2,186,000","2,182,750",1.4,1.6,"136,969,042"
05/28/2016,"246,740",93.8,"263,000","274,500","1,939,391",91,"2,131,000","2,169,750",1.4,1.6,"136,969,042"
06/04/2016,"232,300",87.6,"265,000","268,500","1,982,999",91.4,"2,170,000","2,166,000",1.4,1.6,"136,969,042"
06/11/2016,"266,277",97.7,"273,000","267,000","1,994,248",92.4,"2,158,000","2,161,250",1.5,1.6,"136,969,042"
06/18/2016,"247,968",95,"261,000","265,500","2,009,079",93,"2,160,000","2,154,750",1.5,1.6,"136,969,042"
06/25/2016,"263,662",100.7,"262,000","265,250","2,044,616",95.6,"2,139,000","2,156,750",1.5,1.6,"136,969,042"
07/02/2016,"267,437",104.7,"255,000","262,750","2,037,038",95.6,"2,131,000","2,147,000",1.5,1.5,"137,652,280"
07/09/2016,"298,673",118.4,"252,000","257,500","2,161,272",101.7,"2,125,000","2,138,750",1.6,1.5,"137,652,280"
07/16/2016,"268,526",103.2,"260,000","257,250","2,143,920",100.2,"2,140,000","2,133,750",1.6,1.6,"137,652,280"
07/23/2016,"231,925",87.9,"264,000","257,750","2,104,590",98.6,"2,134,000","2,132,500",1.5,1.6,"137,652,280"
07/30/2016,"219,202",82.3,"266,000","260,500","2,110,850",98.5,"2,143,000","2,135,500",1.5,1.6,"137,652,280"
08/06/2016,"231,542",87.3,"265,000","263,750","2,083,250",96.6,"2,157,000","2,143,500",1.5,1.6,"137,652,280"
08/13/2016,"219,570",83.1,"264,000","264,750","2,061,744",96.5,"2,137,000","2,142,750",1.5,1.6,"137,652,280"
08/20/2016,"217,011",82.3,"264,000","264,750","2,021,172",94.1,"2,148,000","2,146,250",1.5,1.6,"137,652,280"
08/27/2016,"215,688",82.5,"261,000","263,500","1,972,966",92.3,"2,138,000","2,145,000",1.4,1.6,"137,652,280"
09/03/2016,"217,715",84.7,"257,000","261,500","1,867,279",86.9,"2,149,000","2,143,000",1.4,1.6,"137,652,280"
09/10/2016,"193,291",76.6,"252,000","258,500","1,835,919",87,"2,110,000","2,136,250",1.3,1.5,"137,652,280"
09/17/2016,"205,649",82.1,"250,000","255,000","1,756,097",83.7,"2,098,000","2,123,750",1.3,1.5,"137,652,280"
09/24/2016,"198,455",80.4,"247,000","251,500","1,744,083",83.8,"2,081,000","2,109,500",1.3,1.5,"137,652,280"
10/01/2016,"200,456",81.7,"245,000","248,500","1,709,974",82.2,"2,080,000","2,092,250",1.2,1.5,"138,322,138"
10/08/2016,"238,581",95.6,"250,000","248,000","1,706,702",82,"2,081,000","2,085,000",1.2,1.5,"138,322,138"
10/15/2016,"233,633",88.8,"263,000","251,250","1,739,879",84.1,"2,069,000","2,077,750",1.3,1.5,"138,322,138"
10/22/2016,"237,314",92.6,"256,000","253,500","1,741,961",84.3,"2,066,000","2,074,000",1.3,1.5,"138,322,138"
10/29/2016,"245,751",92.9,"265,000","258,500","1,763,155",85.3,"2,067,000","2,070,750",1.3,1.5,"138,322,138"
11/05/2016,"258,608",103.4,"250,000","258,500","1,740,791",85.1,"2,046,000","2,062,000",1.3,1.5,"138,322,138"
11/12/2016,"223,770",96.3,"232,000","250,750","1,857,234",90.8,"2,045,000","2,056,000",1.3,1.5,"138,322,138"
11/19/2016,"287,794",117,"246,000","248,250","1,746,231",85.2,"2,050,000","2,052,000",1.3,1.5,"138,322,138"
11/26/2016,"249,774",97.8,"255,000","245,750","2,070,694",101.6,"2,038,000","2,044,750",1.5,1.5,"138,322,138"
12/03/2016,"351,580",141.8,"248,000","245,250","1,996,669",98.4,"2,029,000","2,040,500",1.4,1.5,"138,322,138"
12/10/2016,"305,268",121.1,"252,000","250,250","2,097,013",103.3,"2,030,000","2,036,750",1.5,1.5,"138,322,138"
12/17/2016,"315,068",121.4,"260,000","253,750","2,117,870",101.9,"2,078,000","2,043,750",1.5,1.5,"138,322,138"
12/24/2016,"343,213",133.7,"257,000","254,250","2,253,543",108.5,"2,077,000","2,053,500",1.6,1.5,"138,322,138"
12/31/2016,"350,561",143.7,"244,000","253,250","2,467,654",121.7,"2,028,000","2,053,250",1.8,1.5,"138,322,138"
01/07/2017,"414,742",169.6,"245,000","251,500","2,518,545",121.1,"2,080,000","2,065,750",1.8,1.5,"138,930,224"
01/14/2017,"352,799",146.8,"240,000","246,500","2,464,292",117.4,"2,099,000","2,071,000",1.8,1.5,"138,930,224"
01/21/2017,"284,030",113.8,"250,000","244,750","2,494,547",120.7,"2,067,000","2,068,500",1.8,1.5,"138,930,224"
01/28/2017,"280,983",116.5,"241,000","244,000","2,482,809",119.5,"2,078,000","2,081,000",1.8,1.5,"138,930,224"
02/04/2017,"259,713",112.8,"230,000","240,250","2,464,850",119.4,"2,064,000","2,077,000",1.8,1.5,"138,930,224"
02/11/2017,"245,886",105.4,"233,000","238,500","2,489,682",119.9,"2,076,000","2,071,250",1.8,1.5,"138,930,224"
02/18/2017,"239,322",100.8,"237,000","235,250","2,392,472",117.6,"2,034,000","2,063,000",1.7,1.5,"138,930,224"
02/25/2017,"212,829",96.2,"221,000","230,250","2,447,592",118.5,"2,065,000","2,059,750",1.8,1.5,"138,930,224"
03/04/2017,"243,959",103.4,"236,000","231,750","2,349,381",116.3,"2,020,000","2,048,750",1.7,1.5,"138,930,224"
03/11/2017,"222,227",97.3,"228,000","230,500","2,281,836",114,"2,002,000","2,030,250",1.6,1.4,"138,930,224"
03/18/2017,"224,693",95.5,"235,000","230,000","2,283,882",113,"2,021,000","2,027,000",1.6,1.5,"138,930,224"
03/25/2017,"228,269",96.6,"236,000","233,750","2,221,962",109.6,"2,027,000","2,017,500",1.6,1.5,"138,930,224"
04/01/2017,"208,347",96.3,"216,000","228,750","2,136,831",107.4,"1,990,000","2,010,000",1.5,1.4,"139,505,637"
04/08/2017,"239,823",108.1,"222,000","227,250","2,042,394",103.8,"1,968,000","2,001,500",1.5,1.4,"139,505,637"
04/15/2017,"225,864",97.8,"231,000","226,250","2,012,236",102.6,"1,961,000","1,986,500",1.4,1.4,"139,505,637"
04/22/2017,"241,611",101.4,"238,000","226,750","1,948,731",99.3,"1,962,000","1,970,250",1.4,1.4,"139,505,637"
04/29/2017,"210,955",90.9,"232,000","230,750","1,852,170",97.7,"1,896,000","1,946,750",1.3,1.4,"139,505,637"
05/06/2017,"215,040",92.2,"233,000","233,500","1,781,847",94.2,"1,892,000","1,927,750",1.3,1.4,"139,505,637"
05/13/2017,"206,905",88.6,"234,000","234,250","1,783,911",93.8,"1,902,000","1,913,000",1.3,1.4,"139,505,637"
05/20/2017,"210,544",89.4,"236,000","233,750","1,759,705",92.6,"1,900,000","1,897,500",1.3,1.4,"139,505,637"
05/27/2017,"232,138",91.6,"253,000","239,000","1,751,112",92.6,"1,891,000","1,896,250",1.3,1.4,"139,505,637"
06/03/2017,"212,696",84.8,"251,000","243,500","1,783,314",93.4,"1,909,000","1,900,500",1.3,1.4,"139,505,637"
06/10/2017,"234,652",95.6,"245,000","246,250","1,795,184",93.8,"1,914,000","1,903,500",1.3,1.4,"139,505,637"
06/17/2017,"228,883",91.8,"249,000","249,500","1,811,385",94.6,"1,915,000","1,907,250",1.3,1.4,"139,505,637"
06/24/2017,"239,635",96.9,"247,000","248,000","1,867,478",96.8,"1,929,000","1,916,750",1.3,1.4,"139,505,637"
07/01/2017,"252,886",98.6,"256,000","249,250","1,839,969",96.3,"1,911,000","1,917,250",1.3,1.4,"139,989,708"
07/08/2017,"284,329",109.6,"259,000","252,750","1,996,804",102.8,"1,942,000","1,924,250",1.4,1.4,"139,989,708"
07/15/2017,"257,763",105.2,"245,000","251,750","1,973,777",102.3,"1,929,000","1,927,750",1.4,1.4,"139,989,708"
07/22/2017,"220,455",88.7,"249,000","252,250","1,939,674",100.6,"1,928,000","1,927,500",1.4,1.4,"139,989,708"
07/29/2017,"198,776",81.1,"245,000","249,500","1,920,454",99.7,"1,926,000","1,931,250",1.4,1.4,"139,989,708"
08/05/2017,"211,924",83.3,"254,000","248,250","1,889,713",98,"1,928,000","1,927,750",1.3,1.4,"139,989,708"
08/12/2017,"198,280",81,"245,000","248,250","1,885,774",97.9,"1,926,000","1,927,000",1.3,1.4,"139,989,708"
08/19/2017,"195,130",79.7,"245,000","247,250","1,841,596",95.5,"1,928,000","1,927,000",1.3,1.4,"139,989,708"
08/26/2017,"196,227",79.4,"247,000","247,750","1,812,487",94.8,"1,912,000","1,923,500",1.3,1.4,"139,989,708"
09/02/2017,"250,627",84.4,"297,000","258,500","1,699,145",88.9,"1,911,000","1,919,250",1.2,1.4,"139,989,708"
09/09/2017,"211,923",75.6,"280,000","267,250","1,738,986",89.7,"1,939,000","1,922,500",1.2,1.4,"139,989,708"
09/16/2017,"212,313",81.5,"261,000","271,250","1,622,607",86.7,"1,872,000","1,908,500",1.2,1.3,"139,989,708"
09/23/2017,"212,987",80.6,"264,000","275,500","1,614,906",86.3,"1,871,000","1,898,250",1.2,1.3,"139,989,708"
09/30/2017,"204,180",78.5,"260,000","266,250","1,582,806",84.6,"1,871,000","1,888,250",1.1,1.3,"139,989,708"
10/07/2017,"229,241",91.1,"252,000","259,250","1,566,253",83.8,"1,869,000","1,870,750",1.1,1.3,"140,510,815"
10/14/2017,"205,592",87.4,"235,000","252,750","1,603,587",84.3,"1,902,000","1,878,250",1.1,1.4,"140,510,815"
10/21/2017,"216,004",89.5,"241,000","247,000","1,608,736",84.1,"1,913,000","1,888,750",1.1,1.4,"140,510,815"
10/28/2017,"215,977",89.7,"241,000","242,250","1,631,860",84.7,"1,927,000","1,902,750",1.2,1.4,"140,510,815"
11/04/2017,"242,111",97.6,"248,000","241,250","1,623,213",83.7,"1,939,000","1,920,250",1.2,1.4,"140,510,815"
11/11/2017,"236,654",93.3,"254,000","246,000","1,724,422",88.7,"1,944,000","1,930,750",1.2,1.4,"140,510,815"
11/18/2017,"275,004",111.8,"246,000","247,250","1,618,630",82,"1,974,000","1,946,000",1.2,1.4,"140,510,815"
11/25/2017,"224,851",92.4,"243,000","247,750","1,957,137",98,"1,997,000","1,963,500",1.4,1.4,"140,510,815"
12/02/2017,"326,052",135.1,"241,000","246,000","1,869,012",95.7,"1,953,000","1,967,000",1.3,1.4,"140,510,815"
12/09/2017,"282,055",123.1,"229,000","239,750","1,968,105",99.2,"1,984,000","1,977,000",1.4,1.4,"140,510,815"
12/16/2017,"287,479",118,"244,000","239,250","1,985,967",99,"2,006,000","1,985,000",1.4,1.4,"140,510,815"
12/23/2017,"325,180",129.3,"251,000","241,250","2,066,441",104.4,"1,979,000","1,980,500",1.5,1.4,"140,510,815"
12/30/2017,"351,500",141.7,"248,000","243,000","2,301,683",119.1,"1,933,000","1,975,500",1.6,1.4,"140,510,815"
01/06/2018,"403,930",160.2,"252,000","248,750","2,416,489",122.6,"1,971,000","1,972,250",1.7,1.4,"141,013,239"
01/13/2018,"354,708",154.5,"230,000","245,250","2,287,734",116,"1,972,000","1,963,750",1.6,1.4,"141,013,239"
01/20/2018,"260,432",112.5,"231,000","240,250","2,376,238",119.4,"1,990,000","1,966,500",1.7,1.4,"141,013,239"
01/27/2018,"268,197",117.4,"228,000","235,250","2,310,659",116.4,"1,985,000","1,979,500",1.6,1.4,"141,013,239"
02/03/2018,"243,422",108.8,"224,000","228,250","2,323,553",116.4,"1,996,000","1,985,750",1.6,1.4,"141,013,239"
02/10/2018,"233,252",103.8,"225,000","227,000","2,260,662",115.4,"1,959,000","1,982,500",1.6,1.4,"141,013,239"
02/17/2018,"212,609",97.1,"219,000","224,000","2,258,815",113.8,"1,985,000","1,981,250",1.6,1.4,"141,013,239"
02/24/2018,"196,294",90.9,"216,000","221,000","2,232,578",114.1,"1,957,000","1,974,250",1.6,1.4,"141,013,239"
03/03/2018,"225,893",99.2,"228,000","222,000","2,193,796",111.9,"1,960,000","1,965,250",1.6,1.4,"141,013,239"
03/10/2018,"205,185",92.2,"223,000","221,500","2,108,273",108.2,"1,948,000","1,962,500",1.5,1.4,"141,013,239"
03/17/2018,"198,649",88.4,"225,000","223,000","2,111,985",107.8,"1,959,000","1,956,000",1.5,1.4,"141,013,239"
03/24/2018,"195,433",88.6,"221,000","224,250","2,003,104",104.5,"1,917,000","1,946,000",1.4,1.4,"141,013,239"
03/31/2018,"201,057",86.8,"232,000","225,250","2,001,558",103,"1,943,000","1,941,750",1.4,1.4,"141,013,239"
04/07/2018,"231,759",98.9,"234,000","228,000","1,929,729",99,"1,949,000","1,942,000",1.4,1.4,"141,433,196"
04/14/2018,"226,090",95.6,"236,000","230,750","1,865,447",98.2,"1,900,000","1,927,250",1.3,1.3,"141,433,196"
04/21/2018,"200,139",96.9,"207,000","227,250","1,738,881",95.2,"1,827,000","1,904,750",1.2,1.3,"141,433,196"
04/28/2018,"186,451",89.3,"209,000","221,500","1,724,410",94,"1,834,000","1,877,500",1.2,1.3,"141,433,196"
05/05/2018,"190,262",90.2,"211,000","215,750","1,595,249",90.4,"1,765,000","1,831,500",1.1,1.2,"141,433,196"
05/12/2018,"195,214",87.9,"222,000","212,250","1,604,119",90.7,"1,769,000","1,798,750",1.1,1.3,"141,433,196"
05/19/2018,"207,043",89.9,"230,000","218,000","1,574,005",89.9,"1,751,000","1,779,750",1.1,1.2,"141,433,196"
05/26/2018,"202,846",91.2,"222,000","221,250","1,573,324",90.6,"1,737,000","1,755,500",1.1,1.2,"141,433,196"
06/02/2018,"191,523",85.9,"223,000","224,250","1,559,759",92.3,"1,690,000","1,736,750",1.1,1.2,"141,433,196"
06/09/2018,"217,289",98,"222,000","224,250","1,588,055",93.8,"1,693,000","1,717,750",1.1,1.2,"141,433,196"
06/16/2018,"206,023",94.4,"218,000","221,250","1,585,979",94.9,"1,671,000","1,697,750",1.1,1.2,"141,433,196"
06/23/2018,"222,766",100.3,"222,000","221,250","1,645,954",98.5,"1,671,000","1,681,250",1.2,1.2,"141,433,196"
06/30/2018,"231,539",101.7,"228,000","222,500","1,636,791",97.9,"1,672,000","1,676,750",1.2,1.2,"141,433,196"
07/07/2018,"264,869",122.5,"216,000","221,000","1,772,705",105.8,"1,676,000","1,672,500",1.2,1.2,"141,951,699"
07/14/2018,"232,238",113.1,"205,000","217,750","1,760,512",106.1,"1,659,000","1,669,500",1.2,1.2,"141,951,699"
07/21/2018,"201,288",95.7,"210,000","214,750","1,710,317",105.3,"1,624,000","1,657,750",1.2,1.1,"141,951,699"
07/28/2018,"179,880",86.8,"207,000","209,500","1,729,890",104.4,"1,657,000","1,654,000",1.2,1.2,"141,951,699"
08/04/2018,"185,174",88,"210,000","208,000","1,678,892",103.4,"1,624,000","1,641,000",1.2,1.1,"141,951,699"
08/11/2018,"180,038",87.5,"206,000","208,250","1,668,840",102.7,"1,625,000","1,632,500",1.2,1.1,"141,951,699"
08/18/2018,"173,331",83.6,"207,000","207,500","1,624,222",101.2,"1,605,000","1,627,750",1.1,1.1,"141,951,699"
08/25/2018,"175,745",83.4,"211,000","208,500","1,600,035",99.9,"1,602,000","1,614,000",1.1,1.1,"141,951,699"
09/01/2018,"173,607",86.5,"201,000","206,250","1,494,794",94.9,"1,575,000","1,601,750",1.1,1.1,"141,951,699"
09/08/2018,"162,640",79.9,"204,000","205,750","1,461,553",95,"1,538,000","1,580,000",1,1.1,"141,951,699"
09/15/2018,"173,624",84.3,"206,000","205,500","1,412,803",91.5,"1,544,000","1,564,750",1,1.1,"141,951,699"
09/22/2018,"172,930",84.3,"205,000","204,000","1,395,338",90.3,"1,545,000","1,550,500",1,1.1,"141,951,699"
09/29/2018,"171,816",81.9,"210,000","206,250","1,369,317",88.2,"1,553,000","1,545,000",1,1.1,"141,951,699"
10/06/2018,"193,936",92,"211,000","208,000","1,350,834",86.3,"1,565,000","1,551,750",0.9,1.1,"142,513,638"
10/13/2018,"190,501",91.6,"208,000","208,500","1,370,783",86.3,"1,588,000","1,562,750",1,1.1,"142,513,638"
10/20/2018,"198,733",91.7,"217,000","211,500","1,383,438",86.3,"1,603,000","1,577,250",1,1.1,"142,513,638"
10/27/2018,"198,530",91.7,"216,000","213,000","1,392,026",86.2,"1,615,000","1,592,750",1,1.1,"142,513,638"
11/03/2018,"214,814",98.4,"218,000","214,750","1,436,650",87.5,"1,642,000","1,612,000",1,1.2,"142,513,638"
11/10/2018,"235,981",106.6,"221,000","218,000","1,447,041",86.9,"1,665,000","1,631,250",1,1.2,"142,513,638"
11/17/2018,"226,576",100.7,"225,000","220,000","1,437,625",82.2,"1,749,000","1,667,750",1,1.2,"142,513,638"
11/24/2018,"218,658",92.1,"237,000","225,250","1,665,498",98.9,"1,684,000","1,685,000",1.2,1.2,"142,513,638"
12/01/2018,"317,936",136.9,"232,000","228,750","1,649,838",97.4,"1,694,000","1,698,000",1.2,1.2,"142,513,638"
12/08/2018,"261,525",126,"208,000","225,500","1,722,153",98.7,"1,745,000","1,718,000",1.2,1.2,"142,513,638"
12/15/2018,"255,195",117.5,"217,000","223,500","1,764,701",100.5,"1,756,000","1,719,750",1.2,1.2,"142,513,638"
12/22/2018,"291,581",127.9,"228,000","221,250","1,798,455",101.6,"1,770,000","1,741,250",1.3,1.2,"142,513,638"
12/29/2018,"327,388",137.6,"238,000","222,750","2,076,626",116.5,"1,783,000","1,763,500",1.5,1.3,"142,513,638"
01/05/2019,"350,681",155.5,"226,000","227,250","2,172,537",121.1,"1,794,000","1,775,750",1.5,1.3,"143,051,794"
01/12/2019,"343,678",158.3,"217,000","227,250","2,090,268",116.8,"1,790,000","1,784,250",1.5,1.3,"143,051,794"
01/19/2019,"269,369",126.6,"213,000","223,500","2,124,743",116.1,"1,830,000","1,799,250",1.5,1.3,"143,051,794"
01/26/2019,"250,580",106.8,"235,000","222,750","2,098,575",114.9,"1,826,000","1,810,000",1.5,1.3,"143,051,794"
02/02/2019,"254,263",108.2,"235,000","225,000","2,142,462",114.7,"1,868,000","1,828,500",1.5,1.3,"143,051,794"
02/09/2019,"242,762",105.3,"231,000","228,500","2,084,361",113.4,"1,838,000","1,840,500",1.5,1.3,"143,051,794"
02/16/2019,"210,679",97.8,"215,000","229,000","2,125,992",112,"1,898,000","1,857,500",1.5,1.3,"143,051,794"
02/23/2019,"203,049",90.1,"225,000","226,500","2,112,404",112.5,"1,878,000","1,870,500",1.5,1.3,"143,051,794"
03/02/2019,"220,540",99,"223,000","223,500","2,088,410",110.5,"1,890,000","1,876,000",1.5,1.3,"143,051,794"
03/09/2019,"209,302",93,"225,000","222,000","2,008,348",106.2,"1,891,000","1,889,250",1.4,1.3,"143,051,794"
03/16/2019,"194,335",89,"218,000","222,750","2,009,317",106.1,"1,894,000","1,888,250",1.4,1.3,"143,051,794"
03/23/2019,"190,023",87.4,"217,000","220,750","1,908,355",102.9,"1,855,000","1,882,500",1.3,1.3,"143,051,794"
03/30/2019,"183,775",89.3,"206,000","216,500","1,861,690",102.1,"1,823,000","1,865,750",1.3,1.3,"143,051,794"
04/06/2019,"196,071",96.4,"203,000","211,000","1,730,108",97.7,"1,771,000","1,835,750",1.2,1.2,"143,629,179"
04/13/2019,"196,364",95.7,"205,000","207,750","1,703,576",97.2,"1,753,000","1,800,500",1.2,1.2,"143,629,179"
04/20/2019,"211,762",94.6,"224,000","209,500","1,647,874",94.4,"1,746,000","1,773,250",1.1,1.2,"143,629,179"
04/27/2019,"204,755",91,"225,000","214,250","1,633,529",93.6,"1,745,000","1,753,750",1.1,1.2,"143,629,179"
05/04/2019,"204,033",90.1,"226,000","220,000","1,539,086",90,"1,710,000","1,738,500",1.1,1.2,"143,629,179"
05/11/2019,"188,264",87.6,"215,000","222,500","1,543,472",90.2,"1,711,000","1,728,000",1.1,1.2,"143,629,179"
05/18/2019,"191,931",90,"213,000","219,750","1,509,265",89.7,"1,683,000","1,712,250",1.1,1.2,"143,629,179"
05/25/2019,"198,194",89.8,"221,000","218,750","1,521,741",90.5,"1,681,000","1,696,250",1.1,1.2,"143,629,179"
06/01/2019,"189,577",85.2,"223,000","218,000","1,538,065",92.6,"1,661,000","1,684,000",1.1,1.2,"143,629,179"
06/08/2019,"220,186",97.4,"226,000","220,750","1,522,665",93.7,"1,625,000","1,662,500",1.1,1.1,"143,629,179"
06/15/2019,"205,921",94.3,"218,000","222,000","1,558,646",95.5,"1,632,000","1,649,750",1.1,1.1,"143,629,179"
06/22/2019,"225,819",99.7,"226,000","223,250","1,588,879",99.1,"1,603,000","1,630,250",1.1,1.1,"143,629,179"
06/29/2019,"224,565",100.6,"223,000","223,250","1,610,633",98.6,"1,634,000","1,623,500",1.1,1.1,"143,629,179"
07/06/2019,"231,995",108.9,"213,000","220,000","1,702,745",106.8,"1,594,000","1,615,750",1.2,1.1,"144,199,701"
07/13/2019,"243,621",115.9,"210,000","218,000","1,697,505",107.6,"1,578,000","1,602,250",1.2,1.1,"144,199,701"
07/20/2019,"196,382",99,"198,000","211,000","1,680,029",107.7,"1,560,000","1,591,500",1.2,1.1,"144,199,701"
07/27/2019,"178,897",89.3,"200,000","205,250","1,665,287",105.9,"1,573,000","1,576,250",1.2,1.1,"144,199,701"
08/03/2019,"179,879",87.9,"205,000","203,250","1,679,471",105.9,"1,586,000","1,574,250",1.2,1.1,"144,199,701"
08/10/2019,"186,914",89.8,"208,000","202,750","1,619,391",104.2,"1,554,000","1,568,250",1.1,1.1,"144,199,701"
08/17/2019,"171,386",84.2,"204,000","204,250","1,615,803",103.8,"1,557,000","1,567,500",1.1,1.1,"144,199,701"
08/24/2019,"176,867",84.3,"210,000","206,750","1,566,934",101.9,"1,538,000","1,558,750",1.1,1.1,"144,199,701"
08/31/2019,"179,516",86.8,"207,000","207,250","1,476,199",97.9,"1,508,000","1,539,250",1,1,"144,199,701"
09/07/2019,"160,342",81.5,"197,000","204,500","1,465,554",97.2,"1,508,000","1,527,750",1,1,"144,199,701"
09/14/2019,"173,134",83.9,"206,000","205,000","1,399,601",94.6,"1,479,000","1,508,250",1,1,"144,199,701"
09/21/2019,"175,394",86.3,"203,000","203,250","1,383,346",92.4,"1,497,000","1,498,000",1,1,"144,199,701"
09/28/2019,"172,968",82.6,"209,000","203,750","1,392,109",90.6,"1,537,000","1,505,250",1,1.1,"144,199,701"
10/05/2019,"188,106",90.1,"209,000","206,750","1,369,887",87.9,"1,558,000","1,517,750",0.9,1.1,"144,758,990"
10/12/2019,"201,677",96,"210,000","207,750","1,386,868",87.3,"1,589,000","1,545,250",1,1.1,"144,758,990"
10/19/2019,"186,748",88.7,"211,000","209,750","1,419,512",87.1,"1,630,000","1,578,500",1,1.1,"144,758,990"
10/26/2019,"198,733",91.7,"217,000","211,750","1,423,681",86.5,"1,646,000","1,605,750",1,1.1,"144,758,990"
11/02/2019,"205,625",96.4,"213,000","212,750","1,450,304",87.8,"1,652,000","1,629,250",1,1.1,"144,758,990"
11/09/2019,"238,996",104.7,"228,000","217,250","1,460,773",86.3,"1,693,000","1,655,250",1,1.2,"144,758,990"
11/16/2019,"227,892",100.2,"227,000","221,250","1,545,007",91.1,"1,696,000","1,671,750",1.1,1.2,"144,758,990"
11/23/2019,"252,428",114.5,"220,000","222,000","1,508,294",86.8,"1,738,000","1,694,750",1,1.2,"144,758,990"
11/30/2019,"216,827",94.5,"229,000","226,000","1,754,590",100.4,"1,748,000","1,718,750",1.2,1.2,"144,758,990"
12/07/2019,"317,866",128.4,"248,000","231,000","1,728,066",96.7,"1,787,000","1,742,250",1.2,1.2,"144,758,990"
12/14/2019,"270,547",117.5,"230,000","231,750","1,798,885",100.1,"1,797,000","1,767,500",1.2,1.2,"144,758,990"
12/21/2019,"287,243",124.5,"231,000","234,500","1,776,317",99.2,"1,791,000","1,780,750",1.2,1.2,"144,758,990"
12/28/2019,"312,524",134,"233,000","235,500","2,145,748",113,"1,899,000","1,818,500",1.5,1.3,"144,758,990"
01/04/2020,"335,294",150.7,"222,000","229,000","2,251,286",119.8,"1,879,000","1,841,500",1.6,1.3,"145,230,691"
01/11/2020,"337,883",161.8,"209,000","223,750","2,142,711",115.5,"1,855,000","1,856,000",1.5,1.3,"145,230,691"
01/18/2020,"281,646",127.7,"221,000","221,250","2,082,416",114.2,"1,823,000","1,864,000",1.4,1.3,"145,230,691"
01/25/2020,"228,443",109,"210,000","215,500","2,154,866",113.6,"1,897,000","1,863,500",1.5,1.3,"145,230,691"
02/01/2020,"224,561",107.8,"208,000","212,000","2,088,693",113,"1,848,000","1,855,750",1.4,1.3,"145,230,691"
02/08/2020,"219,459",106.2,"207,000","211,500","2,100,473",111.8,"1,879,000","1,861,750",1.4,1.3,"145,230,691"
02/15/2020,"209,218",99.4,"210,000","208,750","2,062,380",109.8,"1,878,000","1,875,500",1.4,1.3,"145,230,691"
02/22/2020,"198,845",89.7,"222,000","211,750","2,103,967",111.3,"1,890,000","1,873,750",1.4,1.3,"145,230,691"
02/29/2020,"216,625",98.8,"219,000","214,500","2,055,782",109,"1,886,000","1,883,250",1.4,1.3,"145,230,691"
03/07/2020,"199,914",93.8,"213,000","216,000","1,977,774",104.8,"1,887,000","1,885,250",1.4,1.3,"145,230,691"
